hospital_name,doctor_name,total_revenue,doctor_rank
Ross-Ho,"Alec Pope",37889.88,1
Ross-Holder,"Roy Jenkins DDS",7465.96,1
Ross-Jackson,"Derrick Jones",19580.74,1
Ross-Jones,"Edward Webster",14876.33,1
Ross-Lopez,"Katherine Garcia",45372.66,1
Ross-Marshall,"Cody Ramsey",12846.75,1
Ross-Martinez,"Alan Baldwin",42836.19,1
Ross-Melton,"Morgan King",21911.00,1
Ross-Navarro,"Timothy Wolfe",4941.59,1
Ross-Nicholson,"Sarah Peters",22089.91,1
Ross-Rangel,"Norman Gentry",39079.17,1
Ross-Richards,"Diana Duncan",12439.54,1
Ross-Rose,"Christine Smith",21958.95,1
Ross-Simon,"Michael Hernandez",6139.31,1
Ross-Sullivan,"Ruben Johnson",27680.23,1
Ross-Terrell,"Daniel Weber",5806.71,1
Ross-Walker,"Kelly Romero",20171.10,1
"Ross, and Chambers Webb","Brandon Middleton",43834.15,1
"Ross, and Davies Perez","Andrea Wagner",27292.02,1
"Ross, and Garcia Harrington","Douglas Graham",48455.55,1
"Ross, and Mueller Mclean","Joseph Long",25552.58,1
"Ross, and Ross Ballard","Megan Wood DDS",2802.90,1
"Ross, Hamilton and Clark","Manuel Baldwin",21260.49,1
"Ross, Kelly and Horne","Madison Rodriguez",36290.26,1
"Ross, Wiggins and Walker","Mr. John Pearson DDS",4672.91,1
"Roth Group","Kirk Garrett",21299.65,1
"Roth Harrison Vaughn, and","Daniel Nolan",10784.09,1
"Roth Hart and Mays,","Angela Haynes",2968.90,1
"Roth Hoover, and Bryant","Leah Bridges",22277.79,1
"Roth LLC","Brian Daniels",34294.07,1
"Roth Ltd","William Griffin",48767.63,1
"Roth Ltd","Michael Robbins",13546.81,2
"Roth Smith Lopez, and","David Weiss",27296.86,1
"Roth Sons and","Brooke Duran",27917.88,1
"Roth Winters, and Ortega","Jackie Robinson",35114.57,1
Roth-Baxter,"Carol Vazquez",38794.08,1
Roth-Benton,"Amy Anderson",35693.38,1
Roth-Collins,"Daniel Nguyen MD",42748.66,1
Roth-Dawson,"Cassandra Mcgrath",30523.94,1
Roth-Dixon,"Jean Ray",25228.41,1
Roth-Fuller,"Douglas Snyder",39727.08,1
Roth-Jones,"David Perry",23696.61,1
Roth-Leonard,"Claudia Simpson",13981.65,1
Roth-Miller,"Jesse Thomas",3046.11,1
Roth-Moore,"Lindsey Aguirre",31352.69,1
Roth-Orr,"Kenneth Taylor",27892.16,1
Roth-Perry,"Bryan Jones",30034.67,1
Roth-Ramirez,"Corey Baxter",6195.20,1
Roth-Stephenson,"Timothy Chan",39493.67,1
Roth-Wilson,"Christopher Perry MD",2059.26,1
"Roth, Davidson and Hammond","Joseph Fernandez",15437.10,1
"Roth, Ochoa and Long","Tim Smith",2845.55,1
"Rowe and Cox Collins,","David Anderson",17151.37,1
"Rowe Boone, and Ward","Ricky Wilson",13165.43,1
"Rowe Greene and Smith,","Lisa Khan",23712.64,1
"Rowe Inc","Jordan Lynch",47243.06,1
"Rowe PLC","Stanley Smith",11402.00,1
"Rowe Reyes, Rodriguez and","Danny Oliver",23920.95,1
"Rowe Rodgers, Robinson and","Holly Hernandez",47559.38,1
Rowe-Diaz,"Willie Richard",22638.47,1
Rowe-Fisher,"Erika Fuller",24896.47,1
Rowe-Harrison,"Daniel Valenzuela",15680.32,1
Rowe-Hayden,"Theresa Harris",11651.08,1
Rowe-Johnson,"Brenda Higgins",34866.96,1
Rowe-Moyer,"Maria Christian",1833.68,1
Rowe-Rivera,"Laura Porter",10567.71,1
Rowe-Smith,"Wanda Thompson",65839.66,1
Rowe-Sutton,"Jason Cunningham",82272.82,1
Rowe-Taylor,"Melinda Snyder",50827.56,1
"Rowe, Stone and Patterson","Jared Prince",49.45,1
"Rowland Inc","Savannah Allen",41628.65,1
"Rowland Inc","Erik Jones",33751.13,2
"Rowland Inc","James Duffy",26426.93,3
"Rowland PLC","Rodney Bentley",23758.68,1
"Rowland Sons and","Judy Ramirez",23873.30,1
Rowland-Abbott,"Raymond Bowen",47734.99,1
Rowland-Barry,"Ricardo Martinez",41504.30,1
"Rowland, Brooks and Adams","Jacqueline Moon",7531.81,1
"Rowland, Gutierrez and Delacruz","David Leon",17126.15,1
"Roy and Gutierrez, Martinez","Christian Todd",31161.36,1
"Roy and Williams Gonzalez,","Barbara Lopez",40601.47,1
"Roy Group","Andrew Meyers",43023.89,1
"Roy LLC","Benjamin Hays",21356.24,1
"Roy PLC","Jason Griffith",21699.51,1
"Roy Reid Peters, and","Brian Brooks",299.72,1
"Roy Sherman and Green,","Thomas Hoffman",88476.44,1
Roy-Carey,"James Lopez",6968.10,1
Roy-Goodwin,"Walter Anderson",16666.04,1
Roy-Johnson,"Elizabeth Sawyer",24099.62,1
Roy-Jones,"Leslie Rose MD",28396.93,1
Roy-Rocha,"Christopher Contreras",14837.80,1
Roy-Rodriguez,"Mrs. Carolyn Reed MD",17957.71,1
Roy-Sandoval,"Christina Garcia",45982.18,1
Roy-Smith,"Victoria Harmon",41104.62,1
Roy-Taylor,"Cassandra Smith",6306.11,1
"Roy, and Nixon Cardenas","Denise Nguyen",8907.63,1
"Roy, and Valentine Maldonado","Jason Baird",42474.01,1
"Roy, Hernandez and Bennett","Natalie Bradshaw",4720.09,1
"Rubio Boyle and Bell,","Zachary Oconnor",43426.58,1
"Rubio Gregory and Barrett,","Austin Schwartz",28927.12,1
"Rubio Hammond, and Martinez","Marcus Kent",19068.62,1
"Rubio LLC","Angela Massey",45412.66,1
"Rubio Rivas and Lee,","Mariah Davis",32795.88,1
Rubio-Brown,"Anna Gordon",19931.49,1
Rubio-Simon,"Martha Potts",16030.83,1
Rubio-Wagner,"Paul Meyers",40730.45,1
Rubio-Watts,"Matthew Smith",47219.66,1
"Rubio, Crawford Harris and","Angela Morales",17305.72,1
"Rubio, Keller and Moore","Tracy Preston",8619.05,1
"Ruiz Allen, and Shepherd","Adriana Alvarez",92099.06,1
"Ruiz and Pena, Rich","Beverly Lee",25377.80,1
"Ruiz and Ramirez, Gonzalez","Randall Wagner",24311.49,1
"Ruiz and Schaefer, Smith","Christopher Cardenas",1428.28,1
"Ruiz and Sons","Samantha Lloyd",-124.76,1
"Ruiz and Wright Adams,","Paul Johnson",19193.35,1
"Ruiz Bates and Hernandez,","Annette Pittman",42155.20,1
"Ruiz Brooks, and Stanton","Nicole Solis",38754.98,1
"Ruiz Burton and Sanford,","Manuel Rojas",8867.10,1
"Ruiz Chambers, Santos and","Stephen Griffin",4397.53,1
"Ruiz Daniel, White and","Carlos Saunders",46524.72,1
"Ruiz Group","Brett Wilson",26019.69,1
"Ruiz Group","Austin Perry",7391.53,2
"Ruiz Inc","Shannon Ramirez",51903.78,1
"Ruiz Inc","Kaitlyn Holt",35306.84,2
"Ruiz Inc","Roger Bailey",12780.72,3
"Ruiz LLC","Robert Phillips",44986.35,1
"Ruiz LLC","Ethan Sims",25132.35,2
"Ruiz LLC","David Park",23368.05,3
"Ruiz Ltd","Ryan Jackson",24594.54,1
"Ruiz Mann, Whitaker and","Wanda Hansen",10720.62,1
"Ruiz Mejia Tran, and","Richard Smith",18156.57,1
"Ruiz Perez, Mathis and","Rebecca Barnes",23567.57,1
"Ruiz PLC","Scott Hall",40516.35,1
"Ruiz PLC","Joshua Kennedy",22876.36,2
"Ruiz PLC","Jared Kemp",20453.32,3
"Ruiz Richmond, Martinez and","Wesley Parks",45362.07,1
"Ruiz Rojas, and Howard","Eric Hayes",33275.37,1
"Ruiz Taylor and Harris,","Kristine Sims",5518.08,1
"Ruiz Williams and Cohen,","Kimberly Anderson",96036.36,1
Ruiz-Alvarado,"Devin Davis",15744.81,1
Ruiz-Anthony,"Andrea Jones",52154.24,1
Ruiz-Brown,"Chad Robertson",27432.42,1
Ruiz-Craig,"Briana Ross",40355.29,1
Ruiz-Davis,"Rodney Alexander",47912.76,1
Ruiz-Davis,"Angela Pitts",20341.78,2
Ruiz-Doyle,"Maureen Newman",91451.72,1
Ruiz-Edwards,"Christopher Jackson",44539.74,1
Ruiz-Fox,"Dr. Kyle Anderson MD",37777.11,1
Ruiz-Gomez,"Elizabeth Paul",5608.43,1
Ruiz-Hunt,"Ronald Reed",38064.17,1
Ruiz-Johnson,"Thomas Trevino",4130.69,1
Ruiz-Kelley,"Michael Thornton",28130.70,1
Ruiz-Kennedy,"Vincent Vasquez",34585.57,1
Ruiz-Marshall,"Christopher White",1347.21,1
Ruiz-Medina,"Dana Nichols",17953.50,1
Ruiz-Pratt,"Kathleen Dougherty",19275.02,1
Ruiz-Rivera,"Aaron Hernandez",36514.54,1
Ruiz-Roman,"Matthew Manning",14440.57,1
Ruiz-Sanchez,"Briana Brown",49836.36,1
Ruiz-Sanchez,"Jennifer Boyle",14946.63,2
Ruiz-Schroeder,"Wayne Robbins",39115.31,1
Ruiz-Solis,"Sydney Smith",17492.56,1
Ruiz-White,"William Fowler",47159.44,1
Ruiz-Wilkinson,"Anthony Montgomery",16596.48,1
Ruiz-Williams,"Timothy Carter",35534.83,1
Ruiz-Williams,"Michael Perez",25174.19,2
Ruiz-Wilson,"Monique Hays",25822.47,1
"Ruiz, and Baldwin Phelps","Randall Chen",25629.44,1
"Ruiz, and King Lee","Jennifer Gill",5899.51,1
"Ruiz, and Vega Reyes","Kevin Patel",9755.46,1
"Ruiz, Avery and Williams","Mark Gregory",18703.36,1
"Ruiz, Baker Davis and","Ronald Perkins Jr.",43576.55,1
"Ruiz, Goodwin and Dominguez","Maria Martinez",44765.12,1
"Ruiz, Jenkins and Krueger","Ashley Roth",1134.43,1
"Ruiz, Kennedy and Spencer","Stefanie Mitchell",38542.88,1
"Ruiz, Scott Mitchell and","Peter Martinez",9894.81,1
"Ruiz, Spencer Davidson and","James Foster",30239.42,1
"Ruiz, Stafford and Coleman","Paul Brooks",27968.26,1
"Rush and Ramirez, Contreras","Michelle Gallegos",25136.56,1
"Rush Inc","Ashley Mcclure",14140.88,1
"Rush Ltd","Richard Rubio",27122.90,1
Rush-Carter,"Shawn Hall",3828.44,1
Rush-Lamb,"Nathaniel Paul",6030.35,1
Rush-Mills,"Michaela Moore",16141.16,1
Rush-Munoz,"Parker Cunningham",10634.48,1
Rush-Rogers,"Jacob Ramirez",10114.67,1
Rush-Villarreal,"Jose Hall",19685.45,1
"Rush, Gardner and Stout","Laura Hoffman",9245.07,1
"Russell and Collier Andrews,","Steve Carrillo",12025.18,1
"Russell and Duke Thomas,","Mark Wells",41135.17,1
"Russell and Fitzgerald, Berger","Ms. Jenny Smith",13286.71,1
"Russell and Gordon King,","James Smith",25531.93,1
"Russell and Miller, Lyons","Pamela Small",40889.88,1
"Russell and Moss Moreno,","Andrea Gutierrez",43878.19,1
"Russell and Randolph, Lawrence","Whitney Phillips",2641.02,1
"Russell and Rodriguez, Boone","Christopher Foster",4610.10,1
"Russell and Simmons Larson,","Victoria Allen",35968.88,1
"Russell and Sons","Tracy Foster",11030.15,1
"Russell and Stewart Wang,","Shane Reilly",4578.92,1
"Russell Austin and Hernandez,","Ernest Shaffer",10341.09,1
"Russell Diaz and Terry,","Wanda Mcgee",14223.78,1
"Russell Goodman, Thompson and","Traci Schmitt",47844.32,1
"Russell Group","Mary Beck",45738.93,1
"Russell Group","Dr. Marie Mendoza",1293.32,2
"Russell Lee and Crawford,","Dawn Gilbert",13325.41,1
"Russell LLC","Amber Hayes",32650.75,1
"Russell LLC","Laura Cantu",25120.17,2
"Russell LLC","Jimmy Patel",7668.94,3
"Russell Ltd","Maria Fletcher",28396.93,1
"Russell Ltd","Misty Garcia",14299.99,2
"Russell Ltd","Steven Webster",9164.26,3
"Russell Mora and Watson,","Kevin Green",47292.55,1
"Russell PLC","Tammy Reid",41902.57,1
"Russell PLC","Veronica Graves",39544.74,2
"Russell PLC","Latoya Hughes",34735.12,3
"Russell Salinas Chambers, and","Barry Jones",43586.57,1
Russell-Arias,"Robert Scott",23008.37,1
Russell-Bond,"Mary Banks",47142.32,1
Russell-Carey,"Justin Crawford",30808.84,1
Russell-Carlson,"Kenneth Harrell",5296.09,1
Russell-Carter,"Jennifer Green",9992.15,1
Russell-Chavez,"Tammy West",14011.78,1
Russell-Dyer,"Chad Holt",3148.46,1
Russell-Fischer,"James Bernard",28403.68,1
Russell-Gardner,"William Lopez",85140.18,1
Russell-Hart,"Pamela Larson",45420.14,1
Russell-Hodges,"Jordan Jimenez",40536.66,1
Russell-James,"Ashley Gordon",22435.41,1
Russell-Jones,"Amber Barnes",29790.90,1
Russell-Knight,"Michael Harris",6850.20,1
Russell-Kramer,"Jill Beck",78859.26,1
Russell-Martinez,"Danielle Smith",37075.71,1
Russell-Mcdonald,"Paula Villa",50018.89,1
Russell-Mcfarland,"Jennifer Jenkins",35856.25,1
Russell-Moore,"Laurie Day",45995.34,1
Russell-Moore,"Judy Richardson",18958.75,2
Russell-Myers,"Michael Fuentes",26721.92,1
Russell-Ortiz,"Anthony Sanders",31582.94,1
Russell-Ponce,"Stephanie Phillips",4259.71,1
Russell-Powell,"Dwayne Roach",28774.79,1
Russell-Reynolds,"Michael Washington",74890.20,1
Russell-Richard,"Abigail Roberson",38960.54,1
Russell-Salazar,"Ryan Meyer",11380.05,1
Russell-Smith,"Deborah Cabrera",94272.90,1
Russell-Sutton,"Fernando Bates",5093.58,1
Russell-Terry,"Sarah Lee",47861.50,1
Russell-Torres,"Brian Hartman",36327.52,1
Russell-Tucker,"Ronald Roberts",24116.01,1
Russell-Wallace,"Richard Miranda",38822.82,1
Russell-Werner,"Kristen Jones",47005.16,1
Russell-Wright,"Hannah Patton",3052.14,1
"Russell, and Barnett Williams","Kimberly Freeman",12869.43,1
"Russell, and Garcia Potter","Bonnie Lang",55934.02,1
"Russell, Baxter Burns and","Melissa Jones",31135.58,1
"Russell, Larson and Morris","Lindsey Miller",22865.02,1
"Russell, Obrien Smith and","Dennis Murphy",17026.53,1
"Russell, Phillips Spencer and","Kristin Martinez",45957.46,1
"Russell, Richardson and Smith","Kristen Brown",48615.05,1
"Russell, Rogers and Lopez","Mrs. Kelly Andrews",28837.11,1
"Russo and Meyers Johnson,","Tammy May",49298.06,1
"Russo Buckley, and Ferguson","Ryan Molina",6696.26,1
"Russo Diaz, and Gonzalez","Rebecca Nelson",17239.47,1
"Russo Inc","William Thomas",4134.53,1
"Russo LLC","Laura Wheeler",12242.33,1
"Russo Ltd","Phillip Ortega",25337.42,1
"Russo Mahoney Edwards, and","Austin Lyons",27000.18,1
"Russo Robinson, Vega and","Jennifer Mendez DDS",57919.12,1
Russo-Davis,"Holly Campbell",19730.70,1
Russo-Hernandez,"Michael Jones",34609.18,1
Russo-Mendez,"Elizabeth Smith",10978.77,1
Russo-Morgan,"James Valentine",19071.17,1
Russo-Patrick,"Julie Harrington DVM",43330.99,1
Russo-Russell,"Peter Hill",45289.83,1
Russo-Steele,"Kenneth James",24640.88,1
Russo-Thompson,"Danielle Pitts",33151.58,1
"Russo, Allen Maldonado and","Melissa Guzman",15296.59,1
"Russo, Gill and Suarez","Matthew Sampson",37876.71,1
"Russo, Thomas and Kerr","Alex Lopez",6767.88,1
"Ryan and Andersen Jones,","Amy Hughes",13372.02,1
"Ryan and Harris Smith,","Vincent White",13981.42,1
"Ryan and Jackson, Hoffman","James Wright",69671.84,1
"Ryan and Jones, Sanchez","Michael Smith",28123.61,1
"Ryan and Sons","Kevin Walker",39940.31,1
"Ryan and Torres, Oneal","Eric Johnson",3331.35,1
"Ryan and Woods Hicks,","Shawn Mckinney",27685.50,1
"Ryan Garner Blackwell, and","Michelle Smith",16964.42,1
"Ryan Group","Sabrina Rasmussen",12676.42,1
"Ryan Group","Michael Barnett",1431.60,2
"Ryan Jones Wallace, and","John Bailey",48012.02,1
"Ryan LLC","Bridget Howard",39899.99,1
"Ryan LLC","Annette Walters",18612.37,2
"Ryan LLC","James Davies",13089.11,3
"Ryan Ltd","Christopher Horn",43943.41,1
"Ryan Ltd","Zachary Nielsen",3206.41,2
"Ryan Moore Simmons, and","Frederick Pearson",21898.90,1
"Ryan Munoz and Washington,","Jillian Lamb",65419.70,1
"Ryan PLC","Gregory Solomon",15529.61,1
Ryan-Bailey,"Kendra Mack",9934.77,1
Ryan-Black,"Bryan Preston",219.26,1
Ryan-Briggs,"Katherine Howard",9183.64,1
Ryan-Burns,"Sean White",31936.86,1
Ryan-Crosby,"Kyle Jordan",44067.43,1
Ryan-Garcia,"Ashley Munoz",32411.88,1
Ryan-Jenkins,"Jason Perkins",48444.86,1
Ryan-Mcneil,"Jennifer Pope",8731.48,1
Ryan-Miller,"Karen Ramirez",33945.20,1
Ryan-Miller,"Elizabeth Miller",16837.29,2
Ryan-Mitchell,"Lisa Tate",38727.52,1
Ryan-Moore,"Amy Garcia",23167.86,1
Ryan-Nguyen,"Lisa Taylor",25538.86,1
Ryan-Smith,"Sarah Anderson",37448.41,1
Ryan-Weaver,"Carla Pollard",43511.22,1
Ryan-Zhang,"Mrs. Amy Carpenter",22269.17,1
"Ryan, and Bates Paul","Jamie Allison",63203.94,1
"Ryan, and Reilly Baker","Katrina Moreno",6916.76,1
"Ryan, Brown Evans and","Jill Thompson",96668.48,1
"Ryan, Richardson Lawrence and","Melanie Williams",24337.94,1
"Ryan, Williams and Arnold","Ryan Villarreal",42403.32,1
"Salas Arnold and Harding,","Adam Bell",51743.40,1
"Salas Curtis, and Davis","Barbara Colon",12730.10,1
"Salas Daniel, and Alexander","John Johnson",15251.82,1
"Salas Inc","Charlene Taylor",40814.70,1
"Salas PLC","John Lane",26876.44,1
"Salas PLC","Blake Smith MD",24911.27,2
"Salas Williams Moore, and","Leslie Walsh",25879.87,1
Salas-Farmer,"Stacey Weaver",34903.67,1
Salas-Fitzgerald,"Frank Davis",19755.09,1
Salas-Harris,"Alan Wade",47458.39,1
Salas-Hopkins,"Cole Burton",24931.44,1
Salas-Roberson,"Harry Cooper",28560.87,1
"Salas, Stephens Woods and","Alexander Harvey",41056.84,1
"Salazar and Burke, Patel","Keith Freeman MD",8206.51,1
"Salazar and Edwards, Singh","Miranda Winters",15756.10,1
"Salazar and Robinson, Miller","Tammy Rose",12573.74,1
"Salazar and Thompson Weber,","Eric Taylor",8963.32,1
"Salazar and Wilson, Edwards","Jeff Sutton",32765.76,1
"Salazar Griffin Salinas, and","Timothy Herrera",8963.96,1
"Salazar Group","Stephanie Maynard",34345.91,1
"Salazar Inc","Thomas Wilson",35945.78,1
"Salazar Inc","Blake Shepherd",8953.86,2
"Salazar LLC","Mitchell Townsend",49281.27,1
"Salazar LLC","Gail Jackson",42689.51,2
"Salazar Newman White, and","Ashley Jackson",16509.89,1
"Salazar PLC","Steven Mitchell",28898.96,1
"Salazar PLC","Michelle Chavez",8502.68,2
"Salazar Quinn Chang, and","Amy Murphy",30808.85,1
Salazar-Brown,"Jose Sloan",47235.03,1
Salazar-Ford,"Robert Keith",49495.44,1
Salazar-Irwin,"Antonio Kennedy",36097.46,1
Salazar-Marshall,"Ryan Bradley",44731.88,1
Salazar-Martinez,"Katherine Bishop",57001.12,1
Salazar-Mitchell,"Amber Clark PhD",30761.66,1
Salazar-Morrison,"Tiffany Hancock",3259.94,1
Salazar-Perez,"Dennis Walker",13192.15,1
Salazar-Peters,"Walter Allen",6484.26,1
Salazar-Reyes,"Stacy Dean",29566.20,1
Salazar-Richard,"Kelly Hall",27890.25,1
Salazar-Sanchez,"Dr. Wesley Wright MD",20564.34,1
Salazar-Vang,"Ethan Snyder",28424.57,1
Salazar-White,"Samuel Jefferson",2140.85,1
Salazar-Wilson,"Jonathan Dennis",30560.96,1
Salazar-Young,"Tanya Francis",1119.65,1
"Salazar, and Hardin Wagner","Harold Dawson",45928.39,1
"Salazar, and Pierce Austin","Melanie Stevens",43893.42,1
"Salazar, Ramos Bradley and","Ruben Willis",26361.63,1
"Salazar, Weaver Rodriguez and","Kayla Ortiz",28924.82,1
"Salinas and Parker Nelson,","Mr. Robert Kidd",41698.22,1
"Salinas and Sons","Christopher Brown",21037.37,1
"Salinas Gould Brown, and","Wendy Harris",24491.71,1
"Salinas Harris and Miranda,","Lisa Gibson",20968.55,1
"Salinas Inc","Steve Avila",23176.12,1
"Salinas LLC","Matthew Bennett",22482.73,1
"Salinas Terrell Villanueva, and","James Smith",42803.04,1
Salinas-Elliott,"Justin Flowers",48981.54,1
Salinas-Hart,"Cynthia Fitzpatrick",16585.52,1
Salinas-Hendricks,"Vanessa Mitchell",32763.02,1
Salinas-Jackson,"Cassandra Bowen",19266.80,1
Salinas-Lee,"Jennifer Schneider",30537.01,1
Salinas-Norman,"Christina Carpenter",39855.77,1
Salinas-Pearson,"Elizabeth Daniels",40895.95,1
Salinas-Shepard,"Sandra Moore",31795.38,1
"Sampson and Sons","Bryan Hill",42816.26,1
"Sampson and Weber Martinez,","Cindy Olson",26521.36,1
"Sampson Group","Mr. Jeremy Kaiser",24459.91,1
"Sampson Inc","Helen Rowe",18329.79,1
"Sampson Moses, Diaz and","Brittany Clark",46716.16,1
Sampson-Ellis,"Elizabeth David",36592.01,1
Sampson-Gonzalez,"Laura Bruce",37883.43,1
Sampson-Matthews,"John Williams",46870.61,1
"Sampson, Edwards and Herrera","Jennifer Rodriguez",13445.26,1
"Sampson, Wilson and Brown","Katie Ellison",14764.82,1
"Sanchez Alvarado Bradford, and","Katie Davis",31658.38,1
"Sanchez and Allen, Garcia","Robert Aguilar",34365.95,1
"Sanchez and Benson, Hernandez","John Mcgee",45422.95,1
"Sanchez and Clark, Walker","Debbie Hardy",10967.96,1
"Sanchez and Cole, Myers","Keith Russo",41510.13,1
"Sanchez and Ferrell Peterson,","Michael Harvey",84256.60,1
"Sanchez and Nichols Burns,","Cameron Kim",11476.08,1
"Sanchez and Patel, Hicks","John Oconnell",30468.19,1
"Sanchez and Sons","Jeffrey Watson",14728.37,1
"Sanchez and Thomas, Sanders","Kari Barrera",33443.42,1
"Sanchez and Wise Mills,","Tammy Gilmore",10366.51,1
"Sanchez Bates, and Romero","Scott Johns",31351.20,1
"Sanchez Blackburn Perkins, and","Jeffrey Cooper",39572.35,1
"Sanchez Brooks and Walker,","Danielle Morris",8811.53,1
"Sanchez Castillo, Miranda and","Felicia Kelley",14751.64,1
"Sanchez Chung and Cohen,","Nathan Butler",48271.67,1
"Sanchez Coleman Williams, and","Michael Lawson",1321.74,1
"Sanchez Cruz and Rose,","Jackie Hall",22894.73,1
"Sanchez Greer Bates, and","Craig Ferrell MD",69431.90,1
"Sanchez Greer Wong, and","Kyle Smith",5298.62,1
"Sanchez Group","Nicholas Hernandez",74226.06,1
"Sanchez Group","Joanne Nelson",49222.23,2
"Sanchez Group","Megan Mueller",44794.01,3
"Sanchez Hall and Welch,","Cassandra Cortez",31238.63,1
"Sanchez Inc","Gary Baker",43076.69,1
"Sanchez Inc","Elizabeth Berry",41488.19,2
"Sanchez Inc","Amanda Bailey",35917.26,3
"Sanchez Johnson, Gilbert and","Monica Cole",35568.03,1
"Sanchez Kemp, Rivera and","Jasmine Mcdonald",10643.39,1
"Sanchez Lee Mullen, and","Cheryl Hamilton",44162.90,1
"Sanchez LLC","Michael Gomez",44098.30,1
"Sanchez LLC","Steven Harris",43153.10,2
"Sanchez LLC","Joy Wiley",31662.47,3
"Sanchez Long, Bradley and","Darin Jacobs",15160.27,1
"Sanchez Ltd","Valerie Morris",7805.46,1
"Sanchez Ltd","Makayla Bryant",4759.12,2
"Sanchez Malone, and Sanchez","Sylvia Gregory",1845.49,1
"Sanchez Miller Tucker, and","Ricky Norris",45094.86,1
"Sanchez Miller Wood, and","Jeffery Perez",22644.48,1
"Sanchez Santos, Garcia and","Shannon Williams",21426.36,1
"Sanchez Sons and","Gene Rose",20374.08,1
"Sanchez Sons and","Jennifer Jones",19212.24,2
"Sanchez Soto George, and","Anthony Brown",47763.46,1
"Sanchez Vang, Navarro and","Joshua Acosta",4755.56,1
Sanchez-Adams,"Katrina Perkins",38157.78,1
Sanchez-Alexander,"James Johnson",14049.47,1
Sanchez-Arnold,"Kenneth Nelson",9086.86,1
Sanchez-Bailey,"Casey Wilson",3464.40,1
Sanchez-Blackwell,"Lisa Gonzalez",3641.15,1
Sanchez-Bowman,"Justin Gibson",26405.26,1
Sanchez-Brown,"Nichole Clarke",50728.81,1
Sanchez-Brown,"Alyssa Bailey",50633.11,2
Sanchez-Buck,"Julie Cook",41514.35,1
Sanchez-Campos,"Emily Wood",11082.90,1
Sanchez-Carrillo,"Wayne Nelson",2246.61,1
Sanchez-Cole,"Amy Cole",23697.44,1
Sanchez-Cook,"Wendy Dennis",6691.91,1
Sanchez-Cox,"Walter Garcia",27675.54,1
Sanchez-Cunningham,"Jonathan White",44137.81,1
Sanchez-Cunningham,"Ashley King",28578.12,2
Sanchez-Davis,"Steven Castaneda",76313.60,1
Sanchez-Davis,"James Ayala",3495.31,2
Sanchez-Diaz,"Kyle Morgan",38139.74,1
Sanchez-Fischer,"Katrina Ellis",38895.94,1
Sanchez-Fischer,"Michael Mills",21954.80,2
Sanchez-Gillespie,"Bobby Henry",9671.43,1
Sanchez-Gordon,"Denise Guzman",13971.32,1
Sanchez-Green,"Susan Wheeler",17621.52,1
Sanchez-Gross,"Meghan Weaver",10730.22,1
Sanchez-Hahn,"Joshua Jackson",36305.32,1
Sanchez-Harris,"Laura Mullen",33284.91,1
Sanchez-Hernandez,"Patrick Brown",14276.47,1
Sanchez-Hill,"Willie Morrison",35192.45,1
Sanchez-Jefferson,"Charles Cervantes",10580.81,1
Sanchez-Johnson,"Andres Morgan",42303.97,1
Sanchez-Johnson,"Mary Smith",31483.99,2
Sanchez-Johnson,"Ashley Fisher",15634.63,3
Sanchez-Keller,"Shawn Carroll",71833.74,1
Sanchez-Lamb,"Trevor Jones",39502.20,1
Sanchez-Lane,"Kenneth Lloyd",43998.85,1
Sanchez-Lawson,"Frank Chang",82923.38,1
Sanchez-Lewis,"Lisa Moreno PhD",23882.14,1
Sanchez-Li,"Rachael Cook",27954.96,1
Sanchez-Lloyd,"John Fletcher",30305.69,1
Sanchez-Lopez,"Robert Mack",26725.43,1
Sanchez-Martinez,"Stephanie Obrien",24010.72,1
Sanchez-Martinez,"Ann Brennan",22985.44,2
Sanchez-Martinez,"Lori Baker",17122.70,3
Sanchez-Mccoy,"Eric Taylor",19227.84,1
Sanchez-Mccullough,"David Moore",6576.09,1
Sanchez-Mcintyre,"James Reeves",8072.49,1
Sanchez-Meyer,"Kim Woodard",37803.58,1
Sanchez-Meyer,"Kelsey Sullivan",6910.27,2
Sanchez-Miller,"Sandy Cruz",49443.14,1
Sanchez-Monroe,"Todd Stevens",22873.18,1
Sanchez-Mooney,"Samantha Lee",47359.11,1
Sanchez-Moore,"Mariah Carey",6461.92,1
Sanchez-Morris,"John Lucero",28317.71,1
Sanchez-Nelson,"Erik Gibson",50407.50,1
Sanchez-Newman,"Timothy Mitchell",2820.63,1
Sanchez-Ortiz,"Nicole Andrade MD",19689.64,1
Sanchez-Owens,"Tonya Chavez",14156.22,1
Sanchez-Palmer,"Taylor Charles",42808.97,1
Sanchez-Perez,"Ryan Cole Jr.",11829.05,1
Sanchez-Perez,"Shannon Rodgers",2389.56,2
Sanchez-Petersen,"Scott Stephens",9276.96,1
Sanchez-Porter,"Tracy Williams",22581.36,1
Sanchez-Reid,"Max Tucker",46383.95,1
Sanchez-Rice,"Christopher Francis",34434.22,1
Sanchez-Roth,"Charles Aguirre",35353.53,1
Sanchez-Sandoval,"Melissa Thompson",9254.29,1
Sanchez-Schwartz,"Melinda Norris",30849.18,1
Sanchez-Scott,"Curtis Watson",48900.14,1
Sanchez-Skinner,"Thomas Sanchez",16922.59,1
Sanchez-Smith,"Brian Anderson",25904.96,1
Sanchez-Sosa,"Ms. Julie Jones",29295.31,1
